id,host_id,host_since,host_location,host_response_time,host_response_rate (in%),host_acceptance_rate (in%),host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,Charge_per_extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,jurisdiction_names,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
7496485,26124158,14-01-2015,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62687364,-122.3205175,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,185.00,"1,000.00",,,25.00,1,0.00,5,11,6 months ago,t,0,0,0,140,04-01-2016,1,29-08-2015,29-08-2015,100,10,10,10,10,10,10,f,WASHINGTON,f,moderate,f,f,1,0.23
7638263,39401590,24-07-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,,Broadway,Capitol Hill,98102,"Seattle, WA",47.63349159,-122.3223028,f,Townhouse,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,50.00,,,,25.00,1,15.00,1,1125,2 weeks ago,t,16,46,76,351,04-01-2016,3,07-11-2015,29-11-2015,100,10,9,10,10,10,10,f,WASHINGTON,f,flexible,f,f,1,1.53
7421950,38879108,18-07-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,,1,1,"['phone', 'facebook', 'reviews']",t,f,,Broadway,Capitol Hill,98122,"Seattle , WA",47.61755581,-122.3141887,f,Apartment,Entire home/apt,6,1,0,3,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",,130.00,,,,,1,0.00,2,6,3 weeks ago,t,0,26,56,331,04-01-2016,17,24-07-2015,31-08-2015,88,10,10,9,9,9,8,f,WASHINGTON,t,flexible,f,f,1,3.09
8356608,40134785,31-07-2015,,N/A,N/A,N/A,f,Capitol Hill,1,1,['phone'],t,f,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62456396,-122.316615,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,230.00,"1,260.00","3,800.00",,,1,0.00,3,1125,4 months ago,t,30,60,90,365,04-01-2016,0,,,,,,,,,,f,WASHINGTON,f,flexible,f,f,1,
1354750,7352976,08-07-2013,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Capitol Hill,Broadway,Capitol Hill,98112,"Seattle, WA",47.62202933,-122.3138698,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,79.00,,,,,1,0.00,2,1125,a week ago,t,1,19,48,48,04-01-2016,26,10-11-2014,08-09-2015,94,9,9,10,10,10,9,f,WASHINGTON,f,flexible,f,f,1,1.85
2687172,1396743,11-11-2011,"Seattle, Washington, United States",within a few hours,90%,100%,f,Capitol Hill,1,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98112,"Seattle, WA",47.62353431,-122.315566,t,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,85.00,500.00,,,25.00,1,0.00,2,1125,6 weeks ago,t,20,50,80,355,04-01-2016,11,11-11-2014,20-12-2015,91,10,10,10,10,10,9,f,WASHINGTON,f,moderate,f,f,1,0.79
3498114,17613151,03-07-2014,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98112,"Seattle, WA",47.62223016,-122.3140922,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials,Shampoo}",,70.00,,,300.00,35.00,1,0.00,1,28,5 days ago,t,20,50,75,349,04-01-2016,64,12-07-2014,09-12-2015,89,10,9,10,10,10,9,f,WASHINGTON,f,moderate,f,f,1,3.54
9580021,9840816,05-11-2013,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,1,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62322021,-122.3152361,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}",,85.00,,,,55.00,2,25.00,1,1125,today,t,12,42,71,328,04-01-2016,8,27-11-2015,01-01-2016,100,10,10,10,10,10,10,f,WASHINGTON,f,moderate,f,f,1,6.15
9994758,51344613,14-12-2015,US,within an hour,100%,100%,f,Capitol Hill,1,1,"['email', 'phone', 'google', 'jumio']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62379966,-122.3190342,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,75.00,,,,25.00,1,0.00,1,4,3 days ago,t,29,59,82,82,04-01-2016,0,,,,,,,,,,f,WASHINGTON,f,strict,f,f,1,
10035274,1149264,12-09-2011,"Seattle, Washington, United States",within a day,100%,100%,f,Capitol Hill,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98122,"Seattle, WA",47.61627093,-122.325999,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",,95.00,,,,20.00,1,0.00,1,1125,5 days ago,t,0,0,0,0,04-01-2016,0,,,,,,,,,,f,WASHINGTON,f,flexible,f,f,1,
8369321,44110991,13-09-2015,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"['email', 'phone', 'facebook', 'google', 'reviews']",t,f,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62097652,-122.3160788,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,62.00,,,,35.00,1,15.00,2,1125,a week ago,t,0,0,0,0,04-01-2016,1,21-09-2015,21-09-2015,100,10,10,10,10,10,10,f,WASHINGTON,t,moderate,f,f,1,0.28
7500191,12951431,09-03-2014,"Seattle, Washington, United States",within an hour,100%,100%,f,,1,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,,Broadway,Capitol Hill,98102,"Seattle, WA",47.62285599,-122.3170899,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,119.00,"1,195.00","2,995.00",350.00,75.00,2,35.00,1,1125,3 weeks ago,t,29,59,89,364,04-01-2016,9,27-07-2015,23-12-2015,96,10,10,10,10,10,9,f,WASHINGTON,f,moderate,f,f,1,1.67
6870575,10558142,11-12-2013,"Seattle, Washington, United States",within an hour,99%,100%,t,Capitol Hill,7,7,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Capitol Hill,Broadway,Capitol Hill,98122,"Seattle, WA",47.6131379,-122.3175377,t,Apartment,Entire home/apt,3,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,149.00,,,200.00,50.00,2,20.00,1,30,today,t,17,47,73,344,04-01-2016,43,18-06-2015,26-12-2015,98,10,10,10,10,10,10,f,WASHINGTON,t,moderate,f,f,7,6.42
8594717,39743771,27-07-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.61982228,-122.3188161,t,Apartment,Entire home/apt,5,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,139.00,800.00,"2,500.00",,25.00,1,0.00,1,1125,today,t,5,5,5,264,04-01-2016,19,12-10-2015,23-12-2015,97,10,10,10,10,10,10,f,WASHINGTON,t,flexible,f,f,2,6.71
134091,658155,02-06-2011,"Seattle, Washington, United States",within an hour,100%,100%,t,Capitol Hill,13,13,"['email', 'phone', 'reviews', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62142096,-122.3164195,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Shampoo}",,150.00,,,,70.00,1,0.00,3,180,today,t,22,49,78,78,04-01-2016,28,29-08-2011,12-12-2015,99,10,10,10,10,10,10,f,WASHINGTON,t,strict,f,f,1,0.53
8473625,44623605,19-09-2015,US,within a few hours,89%,100%,f,,1,1,"['email', 'phone', 'reviews']",t,f,,Broadway,Capitol Hill,98122,"Seattle, WA",47.61421561,-122.3255317,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Kitchen,""Free Parking on Premises"",Breakfast,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers}",,148.00,600.00,,,,1,0.00,1,1125,4 weeks ago,t,30,60,90,365,04-01-2016,2,22-11-2015,13-12-2015,70,8,8,10,10,10,8,f,WASHINGTON,f,moderate,f,f,1,1.36
258571,934641,07-08-2011,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,3,3,"['phone', 'facebook', 'linkedin', 'reviews']",t,f,Capitol Hill,Broadway,Capitol Hill,98122,"Seattle, WA",47.61596662,-122.3269378,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,79.00,,,100.00,72.00,1,25.00,2,29,yesterday,t,19,19,19,102,04-01-2016,278,30-11-2011,16-11-2015,89,9,8,9,10,9,9,f,WASHINGTON,f,strict,t,f,3,5.57
9473967,42537846,25-08-2015,"Seattle, Washington, United States",within an hour,99%,100%,f,Capitol Hill,17,17,"['email', 'phone', 'reviews', 'manual_offline']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62571499,-122.3173103,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,69.00,450.00,"1,700.00",95.00,25.00,1,0.00,1,1125,a week ago,t,16,43,73,348,04-01-2016,2,17-12-2015,26-12-2015,100,10,10,10,10,10,10,f,WASHINGTON,t,moderate,f,f,15,2
890677,4729705,16-01-2013,"Seattle, Washington, United States",within a few hours,100%,100%,t,Broadway,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Broadway,Broadway,Capitol Hill,98102,"Seattle, WA",47.623214,-122.320022,t,House,Entire home/apt,6,2.5,2,3,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,147.00,"1,000.00","3,800.00",250.00,125.00,2,25.00,2,365,a week ago,t,0,0,0,63,04-01-2016,55,11-02-2013,01-11-2015,98,10,10,10,10,10,10,f,WASHINGTON,f,moderate,f,f,1,1.56
4211081,1379358,07-11-2011,"Seattle, Washington, United States",within an hour,100%,100%,t,Capitol Hill,3,3,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62329882,-122.3171682,t,House,Entire home/apt,8,2.5,3,4,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,256.00,"1,650.00","6,500.00",200.00,60.00,3,25.00,2,29,2 weeks ago,t,6,32,60,300,04-01-2016,70,27-10-2014,02-01-2016,98,10,10,10,10,10,9,f,WASHINGTON,t,moderate,f,f,1,4.83
7843995,10558142,11-12-2013,"Seattle, Washington, United States",within an hour,99%,100%,t,Capitol Hill,7,7,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,,Broadway,Capitol Hill,98122,"Seattle, WA",47.61649525,-122.3270843,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,129.00,,,200.00,40.00,0,0.00,1,22,today,t,15,33,63,277,04-01-2016,32,18-08-2015,29-12-2015,96,10,10,10,10,10,9,f,WASHINGTON,t,moderate,f,f,7,6.86
9494623,42537846,25-08-2015,"Seattle, Washington, United States",within an hour,99%,100%,f,Capitol Hill,17,17,"['email', 'phone', 'reviews', 'manual_offline']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62524484,-122.3164943,t,Apartment,Entire home/apt,1,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,59.00,350.00,"1,300.00",95.00,25.00,1,0.00,1,1125,4 days ago,t,0,0,2,277,04-01-2016,1,02-01-2016,02-01-2016,80,10,10,10,10,10,8,f,WASHINGTON,t,moderate,f,f,15,1
882274,934641,07-08-2011,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,3,3,"['phone', 'facebook', 'linkedin', 'reviews']",t,f,Capitol Hill,Broadway,Capitol Hill,98122,"Seattle, WA",47.61704199,-122.3268645,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,79.00,,,100.00,72.00,2,25.00,2,29,yesterday,t,22,52,82,200,04-01-2016,189,04-02-2013,14-12-2015,84,9,8,9,9,9,9,f,WASHINGTON,f,strict,t,f,3,5.32
3594885,5164455,20-02-2013,US,within a few hours,100%,100%,f,Capitol Hill,2,2,"['email', 'phone', 'reviews']",t,f,Capitol Hill,Broadway,Capitol Hill,98122,"Seattle, WA",47.61662017,-122.3237145,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",,150.00,,,,70.00,1,0.00,1000,1125,2 weeks ago,t,30,60,90,363,04-01-2016,8,04-08-2014,16-05-2015,93,9,8,9,10,10,9,f,WASHINGTON,f,moderate,f,f,1,0.46
1768883,9263662,06-10-2013,"Seattle, Washington, United States",within a few hours,100%,100%,t,Capitol Hill,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62216676,-122.3168726,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,175.00,,"3,000.00",200.00,25.00,5,25.00,6,31,5 weeks ago,t,0,0,0,2,04-01-2016,6,21-10-2013,14-07-2015,93,9,9,10,10,9,8,f,WASHINGTON,f,strict,f,f,2,0.22
948077,365687,28-01-2011,"Seattle, Washington, United States",within a day,70%,100%,f,Capitol Hill,1,1,"['phone', 'reviews', 'jumio']",t,f,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62795747,-122.3246695,t,House,Entire home/apt,2,1,,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron}",,99.00,,,175.00,,1,0.00,2,1125,yesterday,t,12,29,59,329,04-01-2016,77,30-03-2013,18-12-2015,100,10,10,10,10,10,10,f,WASHINGTON,f,moderate,f,f,1,2.28
4841586,24916371,16-12-2014,US,within an hour,100%,100%,f,Capitol Hill,3,3,"['email', 'phone', 'reviews', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98122,"Seattle, WA",47.61531029,-122.3145245,t,House,Entire home/apt,4,1,1,2,Real Bed,"{TV,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,100.00,,"3,500.00",200.00,45.00,4,50.00,1,1125,2 weeks ago,t,23,53,83,356,04-01-2016,28,31-03-2015,07-10-2015,90,9,10,10,9,10,8,f,WASHINGTON,f,moderate,f,f,3,3
5640214,19361478,03-08-2014,"Seattle, Washington, United States",within an hour,90%,100%,f,Capitol Hill,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Capitol Hill,Broadway,Capitol Hill,98122,"Seattle, WA",47.61718399,-122.3182896,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Iron,""Laptop Friendly Workspace""}",,75.00,600.00,,,35.00,1,15.00,7,30,2 weeks ago,t,9,39,59,59,04-01-2016,22,22-03-2015,01-12-2015,94,10,9,9,10,10,9,f,WASHINGTON,t,moderate,f,f,1,2.28
9011350,42537846,25-08-2015,"Seattle, Washington, United States",within an hour,99%,100%,f,Capitol Hill,17,17,"['email', 'phone', 'reviews', 'manual_offline']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62562563,-122.318077,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,69.00,450.00,"1,700.00",95.00,25.00,1,0.00,1,1125,2 weeks ago,t,0,19,39,314,04-01-2016,2,16-11-2015,17-11-2015,100,9,10,10,10,10,9,f,WASHINGTON,t,moderate,f,f,15,1.2
5695717,29529103,17-03-2015,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,1,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.61853364,-122.3185075,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,103.00,,,400.00,50.00,0,0.00,3,30,2 weeks ago,t,30,60,89,89,04-01-2016,24,04-05-2015,06-10-2015,96,10,10,10,10,10,9,f,WASHINGTON,f,moderate,f,f,1,2.93
4718921,457358,22-03-2011,"Seattle, Washington, United States",within a day,100%,100%,f,,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,,Broadway,Capitol Hill,98122,"Seattle, WA",47.61601587,-122.3235362,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,80.00,700.00,,,50.00,2,10.00,2,14,4 days ago,t,1,1,3,278,04-01-2016,15,06-02-2015,21-09-2015,88,9,9,9,10,9,8,f,WASHINGTON,f,moderate,f,f,1,1.35
557126,2739131,25-06-2012,"Seattle, Washington, United States",within an hour,100%,100%,t,Capitol Hill,2,2,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.61967738,-122.324147,t,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer""}",,90.00,600.00,,150.00,25.00,3,0.00,2,7,4 weeks ago,t,23,53,79,168,04-01-2016,175,21-08-2012,20-12-2015,97,10,10,10,10,10,10,f,WASHINGTON,f,moderate,t,t,1,4.26
8053554,42532112,25-08-2015,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"['email', 'phone']",t,f,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.61918172,-122.325793,t,Apartment,Private room,2,1,1,1,Airbed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,150.00,500.00,"1,600.00",,6.00,1,0.00,1,1125,4 months ago,t,0,0,0,105,04-01-2016,0,,,,,,,,,,f,WASHINGTON,f,moderate,f,f,1,
2488228,12736784,02-03-2014,"Seattle, Washington, United States",within an hour,100%,100%,t,Capitol Hill,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98102,"Seattle, WA",47.62087465,-122.3180539,t,House,Private room,2,1.5,1,1,Real Bed,"{Internet,""Wireless Internet"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,69.00,,,300.00,25.00,1,5.00,2,28,today,t,14,27,43,43,04-01-2016,104,07-07-2014,23-12-2015,99,10,10,10,10,10,10,f,WASHINGTON,f,moderate,f,f,1,5.7
6865200,27849260,16-02-2015,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Capitol Hill,Broadway,Capitol Hill,98122,"Seattle, WA",47.61624964,-122.3222921,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",,120.00,,,,,1,0.00,1,1125,4 months ago,t,30,60,90,365,04-01-2016,5,10-09-2015,24-09-2015,72,9,7,10,10,9,7,f,WASHINGTON,f,flexible,f,f,1,1.28
8779676,6046471,22-04-2013,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,2,2,"['email', 'phone', 'facebook', 'reviews']",t,f,,Broadway,Capitol Hill,98102,"Seattle, WA",47.61815864,-122.3191845,f,House,Private room,2,1,1,1,Real Bed,{},,65.00,,,,,1,0.00,2,1125,3 weeks ago,t,20,50,80,355,04-01-2016,6,16-10-2015,05-12-2015,87,10,10,10,10,10,9,f,WASHINGTON,f,flexible,f,f,2,2.22
9929059,10558142,11-12-2013,"Seattle, Washington, United States",within an hour,99%,100%,t,Capitol Hill,7,7,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,,Broadway,Capitol Hill,98122,"Seattle, WA",47.61571373,-122.3280891,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,99.00,,,250.00,45.00,0,0.00,1,20,today,t,24,54,83,105,04-01-2016,3,12-12-2015,26-12-2015,100,10,10,10,10,10,10,f,WASHINGTON,t,moderate,f,f,7,3
